x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
0.43451374769210815,0.8885295391082764,5.082162033431814e-07,0.5732231736183167,0.7628456950187683,0.04817531630396843,0.6633984446525574,0.6492899656295776,0.03717700019478798,0.7385841012001038,0.5768792033195496,-0.00312807853333652,0.799006462097168,0.503137469291687,-0.04702546447515488,0.4294703006744385,0.47793957591056824,0.06467875093221664,0.4745599925518036,0.3127567172050476,0.04864633455872536,0.4923011064529419,0.20598414540290833,0.02900431491434574,0.49932608008384705,0.11897829174995422,0.007785779424011707,0.3941282331943512,0.48263442516326904,-0.00651126354932785,0.5592648386955261,0.37287217378616333,-0.06264553964138031,0.6741995215415955,0.4116719663143158,-0.09721580147743225,0.7318878769874573,0.4779983162879944,-0.1119881197810173,0.3893967270851135,0.508070170879364,-0.07707499712705612,0.5461115837097168,0.38549572229385376,-0.12748129665851593,0.6640506982803345,0.429181307554245,-0.1289762556552887,0.7268941402435303,0.4912526607513428,-0.1199922040104866,0.4148100018501282,0.5418407320976257,-0.14632810652256012,0.5105656981468201,0.4191431999206543,-0.17378942668437958,0.6009944677352905,0.40132564306259155,-0.1633394956588745,0.665744423866272,0.4178773760795593,-0.15049701929092407
0.44515061378479004,0.8729157447814941,4.4865734594168316e-07,0.5831272602081299,0.7556613087654114,0.053097084164619446,0.6674935817718506,0.6442885994911194,0.05428332835435867,0.7379124164581299,0.5701539516448975,0.02591550722718239,0.7978085279464722,0.49456095695495605,-0.004535974003374577,0.4494830071926117,0.47200191020965576,0.09075039625167847,0.48416727781295776,0.31423258781433105,0.08552063256502151,0.4974086284637451,0.21026554703712463,0.07334096729755402,0.4996145963668823,0.12757015228271484,0.0580887645483017,0.4090469479560852,0.47643446922302246,0.024824416264891624,0.5459995865821838,0.3673262894153595,-0.016147134825587273,0.6479734778404236,0.3875826299190521,-0.04373830929398537,0.6999498605728149,0.4340251684188843,-0.05537210404872894,0.3980553150177002,0.4978945553302765,-0.04189716652035713,0.5488793253898621,0.3813522756099701,-0.08800042420625687,0.6655468940734863,0.4240357279777527,-0.09312041848897934,0.7273242473602295,0.48560982942581177,-0.0859670415520668,0.41706642508506775,0.5247499942779541,-0.10629300773143768,0.5247847437858582,0.41451525688171387,-0.13382309675216675,0.620888888835907,0.4171314537525177,-0.1251455694437027,0.6868695616722107,0.44930535554885864,-0.11245664209127426
0.43977415561676025,0.8728419542312622,5.635490651911823e-07,0.5719994902610779,0.7561218738555908,0.02295369654893875,0.6643245816230774,0.6445817351341248,0.003676265710964799,0.7377607822418213,0.5706267356872559,-0.03734316676855087,0.7985819578170776,0.500404417514801,-0.08047077804803848,0.4310404062271118,0.47586554288864136,0.027000656351447105,0.47255563735961914,0.31082528829574585,0.002390168374404311,0.4871082901954651,0.20444577932357788,-0.01714172586798668,0.4950574040412903,0.11966478824615479,-0.03465231508016586,0.39594566822052,0.48241788148880005,-0.029393432661890984,0.5586802363395691,0.373433381319046,-0.09403678774833679,0.673229455947876,0.41252440214157104,-0.12934838235378265,0.7331022024154663,0.4761274456977844,-0.14119862020015717,0.3897697329521179,0.5123690366744995,-0.08558239042758942,0.5414808392524719,0.393375039100647,-0.1445944458246231,0.6572263240814209,0.436010479927063,-0.14830303192138672,0.7202080488204956,0.49382659792900085,-0.13693508505821228,0.4104975759983063,0.5494403839111328,-0.1415039747953415,0.4892228841781616,0.42201119661331177,-0.17232361435890198,0.5566310882568359,0.37864816188812256,-0.16554424166679382,0.6050097942352295,0.3673344552516937,-0.1538827270269394
0.4400448501110077,0.8694335222244263,4.203064634111797e-07,0.5707309246063232,0.7494707703590393,0.04712281376123428,0.6617542505264282,0.641877293586731,0.0399760901927948,0.7315620183944702,0.569401204586029,0.00460299476981163,0.7888010740280151,0.4962359368801117,-0.033741582185029984,0.4405403733253479,0.4754422903060913,0.0675625279545784,0.4723885655403137,0.3125321865081787,0.0537152998149395,0.48329848051071167,0.20609769225120544,0.0371551476418972,0.48467007279396057,0.12128472328186035,0.01926979422569275,0.401917964220047,0.47739917039871216,0.0021786470897495747,0.5577815175056458,0.3757714629173279,-0.045683734118938446,0.6700732707977295,0.4134529232978821,-0.0731709748506546,0.7242314219474792,0.47648972272872925,-0.08422453701496124,0.39385926723480225,0.5001340508460999,-0.06312408298254013,0.5451856255531311,0.3810957670211792,-0.11037084460258484,0.6601678729057312,0.4252780079841614,-0.10926233977079391,0.7193583846092224,0.4893985092639923,-0.0986030250787735,0.41389164328575134,0.52992182970047,-0.12688377499580383,0.517106831073761,0.41400548815727234,-0.15591633319854736,0.6129672527313232,0.4112399220466614,-0.14464952051639557,0.6780404448509216,0.4418935775756836,-0.12974674999713898
0.43672457337379456,0.8691796064376831,5.377784759730275e-07,0.567716121673584,0.7529780268669128,0.04551387205719948,0.6532432436943054,0.6455283164978027,0.03908587992191315,0.7244675755500793,0.5701490044593811,0.004664697218686342,0.7838785648345947,0.49640530347824097,-0.031778328120708466,0.4381226897239685,0.47828516364097595,0.0774170309305191,0.46976882219314575,0.3213459253311157,0.06989102810621262,0.48190635442733765,0.2151840627193451,0.05826198682188988,0.4834475517272949,0.1311318278312683,0.044202953577041626,0.40166527032852173,0.4818098545074463,0.015293912030756474,0.5323507189750671,0.372697114944458,-0.021836629137396812,0.6270880699157715,0.384442538022995,-0.04464539512991905,0.6720606088638306,0.41961222887039185,-0.05420227721333504,0.39419761300086975,0.503079891204834,-0.04798414558172226,0.5381810069084167,0.37909775972366333,-0.09224554151296616,0.654495358467102,0.4201732873916626,-0.09383179992437363,0.7165696024894714,0.4837183952331543,-0.08445283025503159,0.41416406631469727,0.5298225283622742,-0.1094922125339508,0.5167235136032104,0.4160546660423279,-0.13721953332424164,0.6147046685218811,0.41559338569641113,-0.12819504737854004,0.6824478507041931,0.4488378167152405,-0.11500100046396255
0.26982367038726807,0.6264860033988953,5.629775046145369e-07,0.37553703784942627,0.5778639912605286,0.005853760056197643,0.4455091655254364,0.5170929431915283,-0.00515295984223485,0.49449363350868225,0.46923828125,-0.03069196082651615,0.5197697281837463,0.395118772983551,-0.05431392043828964,0.3141974210739136,0.35130730271339417,0.05067260563373566,0.3441983163356781,0.22469528019428253,0.03906828910112381,0.35950785875320435,0.15133386850357056,0.02246420830488205,0.36128300428390503,0.09125164151191711,0.008810597471892834,0.28510892391204834,0.34598830342292786,0.02006721869111061,0.39063116908073425,0.2737201154232025,-0.02565627358853817,0.4624958038330078,0.32831475138664246,-0.05981973558664322,0.49018311500549316,0.397716224193573,-0.07079974561929703,0.26838749647140503,0.35168713331222534,-0.014316651970148087,0.3735627830028534,0.2664484679698944,-0.049648284912109375,0.4507421553134918,0.3100832998752594,-0.06272495537996292,0.4866779148578644,0.3676752746105194,-0.061307407915592194,0.2720654010772705,0.36503860354423523,-0.05014960840344429,0.3368507921695709,0.26480913162231445,-0.0700758695602417,0.3925662040710449,0.2481287717819214,-0.07180865108966827,0.4242664575576782,0.25396519899368286,-0.06817232072353363
0.26958104968070984,0.7359652519226074,1.2026121112285182e-06,0.3807649612426758,0.6175447106361389,0.039364054799079895,0.4523211419582367,0.5297843813896179,0.061109330505132675,0.5120612382888794,0.46541136503219604,0.06309961527585983,0.5238038897514343,0.38990211486816406,0.06652842462062836,0.3481357991695404,0.364862322807312,0.1405183970928192,0.36839067935943604,0.24631407856941223,0.17148266732692719,0.380023717880249,0.1714293360710144,0.17883960902690887,0.38380467891693115,0.10909605026245117,0.182452991604805,0.32932978868484497,0.35531920194625854,0.11046037822961807,0.3526034951210022,0.21563300490379333,0.14362211525440216,0.37960702180862427,0.1313091218471527,0.14353035390377045,0.39129728078842163,0.07477161288261414,0.14120788872241974,0.31766819953918457,0.36345183849334717,0.07336077094078064,0.3838733434677124,0.26155924797058105,0.08122962713241577,0.4535621106624603,0.2918013632297516,0.06910722702741623,0.4864709973335266,0.340156614780426,0.0672956109046936,0.3182346820831299,0.37814146280288696,0.03663983568549156,0.3757728934288025,0.2945947051048279,0.03790868818759918,0.43225622177124023,0.30293285846710205,0.03278253972530365,0.46844539046287537,0.3368375599384308,0.03423338755965233
0.42608144879341125,0.8810434341430664,3.6273863202040957e-07,0.5673160552978516,0.7586246728897095,0.04856697469949722,0.6469376683235168,0.6481537818908691,0.04339491203427315,0.7194684147834778,0.5721796154975891,0.010023264214396477,0.7808833122253418,0.49494117498397827,-0.02526400238275528,0.4149166941642761,0.4862625300884247,0.06351006031036377,0.4599798619747162,0.320878803730011,0.044740498065948486,0.476774662733078,0.21634574234485626,0.024485966190695763,0.48156166076660156,0.13288918137550354,0.004359860438853502,0.378862589597702,0.49084681272506714,-0.003438071347773075,0.5524591207504272,0.3847202956676483,-0.060620278120040894,0.6659609079360962,0.42104479670524597,-0.09810081869363785,0.7213119864463806,0.4826585054397583,-0.11309491097927094,0.37400302290916443,0.5152826309204102,-0.06992070376873016,0.5362444519996643,0.3905501961708069,-0.11969611048698425,0.6556499004364014,0.430078387260437,-0.12836726009845734,0.7188998460769653,0.49168190360069275,-0.12372864037752151,0.4035336971282959,0.5454191565513611,-0.13465145230293274,0.5073464512825012,0.420044869184494,-0.16788597404956818,0.608283519744873,0.4148070514202118,-0.16491205990314484,0.6783058643341064,0.4422999322414398,-0.15575024485588074
0.42799142003059387,0.8738821744918823,4.0292019320986583e-07,0.5526795983314514,0.7555224895477295,0.03771951422095299,0.6368513703346252,0.6436306238174438,0.028685908764600754,0.704497754573822,0.5693907737731934,-0.005596194416284561,0.7553108930587769,0.49786150455474854,-0.04163413867354393,0.42415183782577515,0.4797012507915497,0.05718537047505379,0.4471518397331238,0.3202579617500305,0.04252157360315323,0.456454873085022,0.21739956736564636,0.028160342946648598,0.4596574306488037,0.13591185212135315,0.012709739618003368,0.3839765191078186,0.4856484830379486,-0.0014908008743077517,0.5288361310958862,0.38426828384399414,-0.05002536624670029,0.6354535818099976,0.4176223874092102,-0.07653570175170898,0.6888231635093689,0.4714279770851135,-0.0863458663225174,0.3723243772983551,0.5107903480529785,-0.06068869307637215,0.5154434442520142,0.39326250553131104,-0.11155283451080322,0.6304037570953369,0.42965272068977356,-0.11565443873405457,0.6940443515777588,0.4852460026741028,-0.10723715275526047,0.38775551319122314,0.5423620343208313,-0.11832962185144424,0.4820793867111206,0.426624059677124,-0.150424525141716,0.5762532949447632,0.41866034269332886,-0.14400061964988708,0.6450375318527222,0.44166088104248047,-0.13209818303585052
0.40967148542404175,0.8714306354522705,5.281654580358008e-07,0.5357717275619507,0.7514175772666931,0.021848687902092934,0.6252638697624207,0.6433463096618652,0.002426742110401392,0.6941425800323486,0.5684769153594971,-0.037430111318826675,0.7363715171813965,0.49607419967651367,-0.07886748015880585,0.3963986933231354,0.4860953688621521,0.020447833463549614,0.4368727505207062,0.32739055156707764,-0.0032009445130825043,0.44743776321411133,0.22484499216079712,-0.021836457774043083,0.4513120651245117,0.1418549120426178,-0.03971995785832405,0.3589025139808655,0.4914094805717468,-0.033134303987026215,0.5141063332557678,0.38828402757644653,-0.09147404134273529,0.6251991391181946,0.4204290509223938,-0.12230302393436432,0.6856989860534668,0.4774071276187897,-0.13395956158638,0.35238194465637207,0.5208814144134521,-0.08637792617082596,0.4997926652431488,0.40146833658218384,-0.1399509608745575,0.6114044785499573,0.4370381832122803,-0.14214520156383514,0.6747479438781738,0.49276843667030334,-0.13278363645076752,0.37460634112358093,0.5564097166061401,-0.13957878947257996,0.45429885387420654,0.4404062330722809,-0.17261295020580292,0.5290489792823792,0.40873128175735474,-0.1688309907913208,0.587542712688446,0.40919530391693115,-0.15948569774627686
